1,0,100560,3376,0,4504,7496,0,2992,0,0,0,0,36,0,nan,0,1,2,4,4,1,2,2,2,18,48,0,4,5,1,1,4,0,0,0,4,0,0,9.09608024598029e+223,35,584676,560000,14627,0,3,537,9976,0,0,0.355263158,1.95e-05,0.087719298
1,0,100643,139,0,0,15216,0,0,15216,0,4,0,0,0,nan,0,1,2,7,3,2,1,3,0,6,24,1,5,4,3,1,4,0,0,1,1,0,0,1.33856840407144e-152,3,604893,590000,1354,2,5,1739,9757,0,0.014814815,0.703703704,0.17037037,0.088888889
1,0,100908,4105,0,0,66667,0,0,0,66667,4,0,0,0,nan,0,1,3,6,3,3,0,3,0,8,56,1,1,3,1,1,6,0,1,0,5,0,0,5.99919080459818e-310,38,642403,612000,3007,0,0,1124,5146,0,0.011235955,0.000633184,0.002188662,0
1,0,100909,531,0,0,753,0,753,0,0,2,2,0,0,nan,0,2,0,3,1,0,0,1,0,2,63,1,4,5,1,1,3,0,0,0,1,0,0,2.64513358597133e+185,13,551338,613000,1632,5,7,399,9645,2.24e-05,0,0.37398374,0.512195122,0.081300813
1,0,101123,1068,0,0,46690,0,0,0,46690,0,0,4,0,nan,0,1,2,2,3,2,0,3,0,4,61,1,1,3,1,1,4,0,1,0,2,0,0,9.97839737452692e-315,21,583544,560000,2700,2,3,0,6256,0,0.027522936,0.889908257,0,0.064220183
1,0,101415,1145,0,0,62468,0,0,0,62468,0,0,0,4,nan,0,1,2,6,3,2,0,2,1,4,40,1,1,1,1,1,6,0,1,0,2,0,0,6.59398621507987e-310,22,586363,559900,2894,2,5,1558,1552,0.040229885,0.011494253,0.666666667,0.114942529,0.034482759
1,0,102143,538,0,0,0,0,0,0,0,0,0,0,0,nan,0,2,0,1,3,0,1,2,1,2,50,0,4,5,1,1,4,0,0,0,1,0,0,2.64513358597133e+185,13,761163,698000,568,3,9,454,13860,8.64e-06,0.02173913,0.614130435,0.10326087,0.206521739
1,0,102419,353,0,0,5847,0,0,0,5847,0,0,4,0,nan,nan,2,1,2,3,1,0,3,0,3,47,1,1,2,1,1,6,0,1,0,1,0,0,1.33856842185351e-152,8,585936,621550,723,2,6,36,9051,0,0.0625,0.5234375,0.3125,0.0390625
1,0,102998,3629,0,0,0,0,7938,0,0,0,0,0,0,1,nan,1,0,2,2,0,0,2,0,2,79,1,4,5,1,1,4,0,0,0,4,0,0,1.33856842540993e-152,9,628472,569900,15468,0,13,18,12940,0,0.168421053,0.757894737,0.003820149,0.057894737
1,0,103012,519,0,0,113459,0,217861,0,0,0,0,16,0,nan,nan,2,2,4,2,1,0,2,0,6,56,1,1,4,1,1,4,0,0,0,1,0,0,2.64513358597133e+185,13,603339,640000,931,0,0,41,1616,5.57e-05,0,0.210526316,0.736842105,0.023770846
1,0,103018,133,0,0,15696,0,0,15696,0,4,0,0,0,nan,nan,2,1,3,3,2,1,3,0,2,22,0,5,4,3,1,3,0,0,1,1,0,0,1.33856840407144e-152,3,604893,590000,1354,1,4,376,7378,0.082191781,0.054794521,0.506849315,0.006812844,0.273972603
1,0,103322,179,0,0,1121,7039,0,0,0,0,0,9,0,nan,nan,1,1,7,3,2,0,3,0,3,63,0,5,2,1,1,4,0,0,0,1,0,0,1.33856840762786e-152,4,604893,590000,1354,0,3,2902,3334,0.185714286,0.012740381,0.6,0.1,0.042857143
1,0,103375,249,0,0,4484,3182,1302,0,0,0,0,16,0,nan,nan,2,1,2,1,0,0,1,0,4,69,0,4,5,1,1,4,0,0,0,1,0,0,2.64513358597133e+185,13,796856,780000,1273,3,5,769,19514,1.08e-05,0.023041475,0.677419355,0.032258065,0.248847926
1,0,103665,2136,0,0,12275,0,12275,0,0,0,0,4,0,nan,nan,1,3,7,3,2,0,3,0,6,62,1,4,5,1,1,4,0,0,0,3,0,0,1.35197709738141e-306,33,943157,853000,7093,2,0,0,1720,0,0,0.708333333,0,0.000229125
1,0,103861,618,0,7496,11480,3984,0,0,0,0,0,16,0,nan,nan,1,2,2,3,1,1,3,0,8,55,0,4,5,1,1,4,0,0,0,1,0,0,2.64513747614218e+185,16,498756,505000,1225,0,1,0,6325,0,0,2.18e-06,0.85106383,0.106382979
1,0,104094,1276,0,0,16719,16719,0,0,0,0,0,4,0,nan,nan,1,2,7,2,1,0,2,0,4,54,1,4,5,1,1,4,0,0,0,2,0,0,5.36837319100561e+252,24,474652,448000,2484,0,0,0,11,0,0,0,0,0.001077333
1,0,104560,472,0,0,15789,0,0,0,15789,4,0,0,0,nan,nan,3,1,3,1,1,0,1,0,2,68,0,1,3,1,1,5,0,1,0,1,0,0,2.64513228924771e+185,12,731642,471850,2953,1,6,99,2924,0,0,0.761904762,0.00117784,0.047619048
1,0,104948,3464,0,0,33656,0,0,0,33656,0,0,4,0,nan,nan,1,4,5,4,2,1,3,1,6,56,1,1,2,1,1,4,0,1,0,4,0,0,9.09608024598029e+223,35,584676,560000,14627,0,0,46,3360,0,0,0.753424658,0,0.04109589
1,0,105648,478,0,0,2373,0,2373,0,0,4,0,0,0,nan,nan,2,1,1,1,0,0,1,0,2,91,0,4,5,1,1,4,0,0,0,1,0,0,2.64513228924771e+185,12,731642,471850,2953,1,5,143,6017,7.76e-05,0.243243243,0.702702703,2.67e-06,0.040540541
1,0,105721,265,0,0,0,0,0,0,0,0,0,0,0,nan,nan,1,0,3,2,0,0,2,0,2,74,0,4,5,1,0,4,0,0,0,1,0,0,1.33856841474068e-152,6,836881,807200,1156,1,2,134,4279,0,0.000565035,1,1.1e-06,0.008168536
1,0,105964,2101,0,0,6305,0,0,0,6305,0,0,4,0,nan,nan,1,2,7,4,3,2,2,2,8,48,1,1,3,1,1,4,0,1,0,3,0,0,1.35197709738141e-306,33,943157,853000,7093,5,9,172,12019,0,0,0.948275862,0.000155336,0.031034483
1,0,106380,3686,0,0,35476,0,0,0,35476,0,0,4,0,nan,nan,1,1,5,2,1,0,2,0,2,64,1,1,3,1,1,4,0,1,0,4,0,0,2.73461242262051e+161,36,628472,569900,15468,2,4,1513,9032,0.038251366,0.021857923,0.661202186,2.31e-05,0.038251366
1,0,106784,2024,0,0,25421,0,21094,0,4327,0,0,16,0,nan,nan,1,2,4,3,2,0,3,0,10,54,0,5,3,1,1,4,0,1,0,3,0,0,1.35197709738141e-306,33,943157,853000,7093,1,0,861,2601,0.004716981,0,0.773584906,0,0.028301887
1,0,107121,1254,0,0,11230,11230,0,0,0,0,0,4,0,nan,nan,3,2,4,1,0,0,1,0,2,80,0,4,5,1,1,4,0,0,0,2,0,0,5.36837319100561e+252,24,474652,448000,2484,5,2,2413,6049,0,0,0.637724551,0,0
1,0,107305,519,0,0,15096,0,0,0,15096,4,0,0,0,nan,nan,2,0,2,2,2,1,2,0,5,51,0,5,4,1,0,3,0,1,0,1,0,0,2.64513358597133e+185,13,603339,640000,931,0,0,41,1616,5.57e-05,0,0.210526316,0.736842105,0.023770846
1,0,107396,3641,0,0,8855,12575,0,0,0,0,0,9,0,nan,nan,3,1,4,2,0,0,2,0,6,77,1,4,5,1,1,4,0,0,0,4,0,0,2.73461242262051e+161,36,628472,569900,15468,2,4,1873,5546,0.028688525,0.004098361,0.725409836,0.045081967,0.098360656
1,0,107683,2613,0,0,0,0,0,0,0,0,0,0,0,nan,nan,2,1,3,2,1,0,2,0,0,68,0,5,3,1,1,4,0,0,0,3,0,0,3.55909125920155e+180,27,778761,740650,2517,7,9,287,4324,0.042253521,0.077464789,0.781690141,0,0.084507042
1,0,107922,406,0,0,1521,1521,0,0,0,0,0,4,0,nan,nan,1,2,2,2,0,0,2,0,4,58,1,4,5,1,1,4,0,0,0,1,0,0,2.64512969580048e+185,10,494718,520000,1970,1,3,128,7131,0,0.033333333,0.458333333,0.433333333,0.05
1,0,107946,413,0,0,0,0,0,0,0,0,0,0,0,nan,nan,1,2,1,2,0,0,2,0,0,81,1,4,5,1,1,4,0,0,0,1,0,0,2.64512969580048e+185,10,494718,520000,1970,1,4,56,5341,0.027522936,0.018348624,0.52293578,0.137614679,0.275229358
1,0,108050,154,0,0,4218,0,0,0,4218,0,0,4,0,nan,nan,1,3,4,4,2,1,2,2,4,47,1,1,2,1,1,4,0,1,0,1,0,0,1.33856840407144e-152,3,604893,590000,1354,3,6,167,6747,0,0.035714286,0.857142857,0,0.042857143
1,0,108428,3486,0,0,4454,5770,0,0,0,0,0,9,0,nan,nan,3,1,3,2,0,0,2,0,3,70,1,4,5,1,1,4,0,0,0,4,0,0,9.09608024598029e+223,35,584676,560000,14627,2,4,92,4233,0,0,0.987654321,0.000838002,0.001548614
